Plant,ABC,Material,SLOC,Bin,QTY,Last Count,Cost,Description
US53,C,336817-0010,1000,,0,,"4,719.76","SYSTEM ASSY,BD MULTIPURPOSE,ORTH OR VASC"
US53,C,336818-0010,1000,,0,,"1,307.44","SENSOR ASSY,ADT,+/-30 DEG,LM1 TORSION,BD"
US53,C,336819-0010,1000,O4,0,8/12/2016,"1,011.35","MOUNT,LASER,4-SPECIMEN BD"
US53,C,336820-0010,1000,,0,,"1,420.34","GUIDE ASSY,SHAFT"
US53,C,336822-0010,1000,,0,,"2,171.28","POWERHEAD ASSY,LM1,COMP BD,POS POLARITY"
US53,C,336822-0020,1000,,0,,"1,964.72","POWERHEAD ASSY,LM1,COMP BD,NEG POLARITY"
US53,C,336822-0030,1000,,0,,"2,185.31","POWERHEAD ASSY,LM1,COMP BD,POS POL,5200"
US53,C,336822-0040,1000,,0,,"1,978.75","POWERHEAD ASSY,LM1,COMP BD,NEG POL,5200"
US53,C,336823-0010,1000,B5-D,0,,"1,483.34","GRIP ASSY,BD,316SST,GRIT BLAST FACE"
US53,C,336823-0020,1000,B5-D,0,,597.82,"GRIP ASSY,BD,316SST,KNURLED FACE"
US53,C,336824-0010,1000,,0,,239.86,"LIFT ASSY,3450"
US53,C,336826-0010,1000,,0,,"6,284.98","CHAMBER ASSY,TEMP,240V,3450"
US53,C,336827-0010,1000,,0,,341.2,"BELLOWS ASSY,PULSATILE"
US53,C,336828-0010,1000,,0,,"5,524.88","PULSATILE ASSY,4 SPECIMEN"
US53,A,336829-0010,1000,V1-B,4,11/6/2024,"2,428.99","POWERHEAD ASSY,LM1,TB"
US53,A,336830-0010,1000,SO1-B,0,4/9/2018,"3,351.06","POWERHEAD ASSY,LM1,9100"
US53,C,336833-0010,1000,,0,,"1,076.96","PUMP,W/ MNT & CONN,IMS,102 mL/min"
US53,C,336834-0010,1000,F1-B,0,,"1,652.37","PUMP,W/ MNT & CONN,IEG,1760 mL/min"
US53,C,336837-0010,1000,,0,,"11,080.29","CHAMBER,H/C AXIAL,3200,120V"
US53,C,336837-0020,1000,,0,,"11,085.88","CHAMBER,H/C AXIAL,3200,230V"
US53,C,336838-0010,1000,,0,,100,"BUSHING ASSY,TEMP,CHAMBER,3200"
US53,C,336839-0010,1000,R&D,0,,"5,667.24","FRAME ASSY,3100,LM1R2"
US53,A,336840-0010,1000,J3-C,3,1/21/2021,"5,465.71","SYSTEM ASSY,3100,LM1,OUTSOURCED"
US53,C,336841-0010,1000,,0,,"67,089.85","SYSTEM ASSY,9500"
US53,C,336842-0010,1000,,0,,81.18,"CARTRIDGE,BEND,20mm"
US53,C,336843-0010,1000,I3-C,8,,65.36,"CARTRIDGE ASSY,BEND,45mm"
US53,C,336844-0010,1000,,0,,"2,000.14","DRIVE ASSY,PUSHBAR"
US53,C,336845-0010,1000,,0,,"12,705.67","LINKAGE ASSY,MAIN,9500"
US53,C,336846-0010,1000,,0,,"10,929.94","CORE ASSY,LINKAGE,9500"
US53,C,336847-0010,1000,,0,,288.04,"SUPPORT ASSY,PRIMARY,9500"
US53,C,336848-0010,1000,,0,,250.97,"ROD ASSY,MOTOR DRIVE,LONG"
US53,C,336849-0010,1000,,0,,241.97,"ROD ASSY,MOTOR DRIVE,SHORT"
US53,C,336850-0010,1000,,0,,"7,610.66","MOTOR ASSY,LM2,FANS,LVDT"
US53,C,336851-0010,1000,O1,0,8/12/2016,84.72,"BEND TOOL,37mm BEND RADIUS,9500"
US53,C,336852-0010,1000,O3,0,,68.37,"BEND TOOL,22mm BEND RADIUS,9500"
US53,C,336853-0010,1000,O3,0,5/18/2016,84.04,"BEND TOOL,3.25mm BEND RADIUS,9500"
US53,C,336854-0010,1000,,0,,136.28,"SHAFT ASSY,SAMPLE,12-SPECIMEN,9500"
US53,C,336855-0010,1000,,0,,"4,474.14","PULSATILE ASSY,12 SPECIMEN,9500"
US53,C,336856-0010,1000,,0,,120.49,"LINK ASSY,TORSION,9500"
US53,C,336857-0010,1000,,0,,132.73,"LINK ASSY,DRIVE,BEND,9500"
US53,C,336858-0010,1000,,0,,"4,631.02","TORSION ASSY,SHORT,LINKAGE CORE,9500"
US53,C,336859-0010,1000,,0,,182.97,"LINK ASSY,TORSION SHAFT,SHORT,9500"
US53,C,336860-0010,1000,,0,,691.83,"BEARING ASSY,TORSION INPUT,SHORT,9500"
US53,C,336861-0010,1000,,0,,"4,750.67","TORSION ASSY,LONG,LINKAGE CORE,9500"
US53,C,336862-0010,1000,,0,,"2,013.16","MOUNT ASSY,LASER,9500"
US53,C,336863-0010,1000,,0,,"5,646.09","HATCH ASSY,9500"
US53,C,336864-0010,1000,,0,,"7,044.72","FRAME ASSY,AXIAL,LM1,MULTICHAMBER BD"
US53,C,336865-0010,1000,,0,,592.61,"CHAMBER ASSY,BD AXIAL,3RD GEN"
US53,C,336871-0010,1000,,0,,113.02,"STOP ASSY,ADJUSTABLE,9500"
US53,C,336872-0010,1000,,0,,"1,236.56","STABILIZER ASSY,TORSION DRIVE"
US53,C,336873-0010,1000,,0,,"1,326.43","LINK ASSY,TORSION DRIVE,9500"
US53,C,336877-0010,1000,,0,,745,"SHAFT ASSY,H/C CHAM,12.00L,3500"
US53,C,336878-0010,1000,,0,,45.79,"KIT,RADIUS TUBE,9110-12"
US53,C,336878-0020,1000,,0,,45.68,"KIT,RADIUS TUBE,9120-8"
US53,C,336879-0010,1000,,0,,"1,002.13","PUSHBAR ASSY,AXIAL,LM1  MULTICHAM,BD"
US53,C,336880-0010,1000,,0,,"7,331.08","MOTOR ASSY,LINEAR,3 IN TRAVEL,BREADBOARD"
US53,C,336881-0010,1000,,0,,"1,886.21","FIXTURE ASSY,TOOTH,3 IN TRAVEL,NO BATH"
US53,C,336882-0010,1000,,0,,734.92,"STAND ASSY,CHAMBER,MULTI CHAMBER,BD"
US53,C,336883-0010,1000,C3-D,0,,"1,350.02","MOUNT ASSY,LASER MIC,MULTI-CHAMBER"
US53,C,336884-0010,1000,,0,,"1,064.03","MOUNT ASSY,OPTICAL MIC,MULTI-CHAMBER"
US53,C,336886-0010,1000,,0,,"6,644.85","LOAD FRAME ASSY,3230,R2 MOTOR,24.5IN COL"
US53,C,336887-0010,1000,,0,,"1,787.00","MOTOR ASSY,DUAL,3230"
US53,C,336889-0010,1000,,0,,"19,793.86","TORSION ASSY,70NM PEAK,INC. CROSSHEAD"
US53,C,336890-0010,1000,,0,,"4,483.33","CROSSHEAD ASSY,AXIAL,3550"
US53,C,336891-0010,1000,,0,,"6,799.88","BATH ASSY,PLAN BI-AX,CART HTR,115V"
US53,C,336891-0020,1000,,0,,"6,706.72","BATH ASSY,PLAN BI-AX,CART HTR,230V"
US53,C,336892-0010,1000,,0,9/11/2018,"9,274.85","MOTOR ASSY,TORSION,26N-m"
US53,C,336893-0010,1000,,0,,"6,183.15","BATH ASSY,3330,MSF,110V"
US53,C,336893-0020,1000,,0,,"6,089.99","BATH ASSY,3330,MSF,230V"
US53,C,336899-0010,1000,,0,,"2,484.27","FRAME ASSY,TORSION,3330"
US53,C,336900-0010,1000,E3-F,0,,"1,351.20",BIODYNAMIC CHAMBER-MANI ASSY - VASCULAR
US53,C,336902-0010,1000,,0,,"14,184.82","CHAMBER ASSY,AXIAL/TORSION,HOT/COLD,3330"
US53,C,336903-0010,1000,,0,,"9,271.70","BATH ASSY,RECT,3330 A/T,230V"
US53,B,336904-0010,1000,F2-A,1,5/1/2023,432.72,"FRAME ASSY,8020,VIDEO EXT,SWING AWAY"
US53,C,336905-0010,1000,R3-B,0,2/6/2020,"3,312.28","KIT,VIDEO EXT,3200 & 3300 MNT,LED LIGHT,"
US53,C,336906-0010,1000,,0,,"8,385.21","BATH ASSY,RECT,3330 AXIAL,230V"
US53,C,336907-0010,1000,,0,,"12,388.25","MOTOR ASSY,LM2 TB"
US53,C,336908-0010,1000,,0,,"46,380.30","MECHANISM,INTERNAL,6-AXIS,SINGLE SDWS"
US53,C,336909-0010,1000,,0,,"1,572.66","BATH ASSY,SPINAL,SINGLE STATION"
US53,C,336910-0010,1000,,0,,"1,412.30","COVER ASSY,LM2 TB"
US53,C,336911-0010,1000,,0,,"1,544.28","LINKAGE ASSY,FLEX-EXT"
US53,C,336912-0010,1000,,0,,"2,229.87","FRAME ASSY,INTERMEDIATE,AL,SDWS"
US53,C,336913-0010,1000,,0,,172.21,"ARM ASSY,LINKAGE"
US53,C,336914-0010,1000,,0,,"3,103.54","EXTENSION ASSY,LAT/FLEX"
US53,C,336915-0010,1000,,0,,"1,661.77","HOUSING ASSY,BEARING,LAT FLEX"
US53,C,336916-0010,1000,,0,,"9,235.65","SYSTEM ASSY,3330-AT TORSION BASE"
US53,C,336917-0010,1000,,0,,"13,795.03","SYSTEM ASSY,3330-AT HIGH TORQUE"
US53,C,336918-0010,1000,,0,,"3,017.75","SPLINE ASSY,AXIAL ROTATION"
US53,C,336919-0010,1000,,0,,582.97,"TOWER ASSY,SPRING,LM2"
US53,C,336920-0010,1000,,0,,89.27,"BUMPSTOP ASSY,FLEX-EXT"
US53,C,336921-0010,1000,,0,,"5,037.45","MOTOR ASSY,TORSION,5.64N-m,3200/LM1 TB"
US53,C,336922-0010,1000,,0,,"49,462.63","SYSTEM ASSY,SINGLE SDWS,6-AXIS LOAD CELL"
US53,C,336923-0010,1000,,0,,627.18,"BEARING ASSY,COMPRESSION"
US53,C,336924-0010,1000,,0,,183.8,"GUARD,MOTOR,LM2 WITH SPRING TOWER"
US53,C,336925-0010,1000,,0,,74.48,"FILTER ASSY,9210-12"
US53,C,336926-0010,1000,,0,,"3,759.94","MOTOR ASSY,DUAL LOAD PLATE,LM2,NO LVDT"
US53,C,336926-0020,1000,,0,,"4,469.34","MOTOR ASSY,DUAL LOAD PLATE,LM2,W/LVDT"
US53,C,336927-0010,1000,,0,,"1,138.00","SENSOR ASSY,LVDT,MECH,LM2,M12 CONN"
US53,C,336928-0010,1000,,0,,277.28,"HOOD,COVER,CLEAR,LM2 SINGLE STATION"
US53,C,336929-0010,1000,,0,,684.09,"COVER,MAIN,LM2 SINGLE STATION"
US53,C,336931-0010,1000,,0,,"16,742.27","MOTOR ASSY,SINGLE,LM3,3520"
US53,C,336932-0010,1000,,0,,"1,007.00","SYSTEM ASSY,9210 POWER UNIT,PULSATILE"
US53,C,336933-0010,1000,,0,,"1,943.10","MECH ASSY,ADD-ON,ANTI-ROTATE,3330"
US53,C,336934-0010,1000,,0,,"15,673.35","CHAMBER ASSY,TEMP,3550"
US53,C,336935-0010,1000,,0,,653.22,"SHAFT,AX/TORS,H/C CHAM,3330,9.000 LG"
US53,C,336935-0020,1000,,0,,638.39,"SHAFT,AX/TORS,H/C CHAM,3330,12.00 LG"
US53,C,336936-0010,1000,,0,,393.72,"FIXTURE ASSY,BATH,18-SPECIMENT,3200/3300"
US53,C,336937-0010,1000,,0,,"3,881.46","BATH ASSY,RECTANGULAR,3100,120V"
US53,C,336937-0020,1000,,0,,"4,039.99","BATH ASSY,RECTANGULAR,3100,230V"
US53,C,336938-0010,1000,,0,,873.83,"PANEL ASSY,REAR,BASE,3520"
US53,C,336939-0010,1000,,0,,478.65,"SHAFT,3.00 LG,ELF 3200 BATH"
US53,C,336940-0010,1000,,0,,538.65,"SHAFT,3.95 LG,ELF 3200 BATH"
US53,C,336941-0010,1000,,0,4/10/2017,582.32,"SHAFT,6.75 LG,ELF 3200 BATH"
US53,C,336942-0010,1000,,0,,"4,365.86","TORSION ASSY,3200,5.6N-m"
US53,C,336943-0010,1000,,0,,276.49,"PANEL ASSY,REAR,3520"
US53,C,336944-0010,1000,,0,,759.61,"SHAFT ASSY,H/C CHAM,3500,9.00 LG"
US53,C,336944-0020,1000,,0,,833.22,"SHAFT ASSY,H/C CHAM,3500,13.50 LG"
US53,C,336945-0010,1000,E5-D,0,,"3,568.07","POWERHEAD ASSY,1IN BELLOWS,VERT,LM1"
US53,C,336946-0010,1000,,0,,"2,578.21","KIT,9100 VERT MNT ASSY,1INCH BELLOWS"
US53,C,336947-0010,1000,,0,,"17,268.24","CHAMBER ASSY,HOT/COLD,3550,U-PRTS,SLDES"
US53,C,336948-0010,1000,,0,,"9,749.93","FRAME ASSY,NO LM2,ELEC LIFT,3330"
US53,C,336949-0010,1000,,0,,500.56,"KIT,HORIZ LOAD FRM MOUNTING,5100"
US53,A,336950-0010,1000,R1-A,0,12/7/2018,"7,488.43","FRAME ASSY,BASE,3330,NO LIFTS"
US53,C,336951-0010,1000,,0,,"3,440.26","CROSSHEAD ASSY,3330,NO LIFTS"
US53,C,336952-0010,1000,,0,,"7,574.71","MOTOR ASSY,STANDARD LM2"
US53,C,336953-0010,1000,,0,,"3,087.02","FRAME ASSY,LOWER,3330"
US53,C,336954-0010,1000,,0,,"8,091.66","FRAME ASSY,ADD-ON,UPGRADE,LM1 A/T,BD"
US53,C,336955-0010,1000,,0,,"1,760.02","BEARING ASSY,LM1 TORSION,BD"
US53,C,336956-0010,1000,,0,,"9,756.70","FRAME ASSY,3520/3550"
US53,C,336957-0010,1000,,0,,"9,226.29","BASE ASSY,MAIN,3520/3550"
US53,C,336958-0010,1000,,0,,"11,260.30","SYSTEM ASSY,LM1 A-T,BD"
US53,C,336959-0010,1000,,0,,"2,387.87","MOTOR ASSY,TORSION,LM1 BD"
US53,C,336960-0010,1000,,0,,"18,354.31","FRAME ASSY,WITH LM2,ELEC LIFT,3330"
US53,C,336961-0010,1000,,0,,792.33,"MECH ASSY,LVDT,LM2"
US53,C,336962-0010,1000,,0,,"2,334.66","FRAME ASSY,TORSION,3330"
US53,C,336963-0010,1000,,0,,"3,452.22","MECH ASSY,UPPER,3330-AT,TORSION"
US53,C,336964-0010,1000,K31-H,0,12/10/2024,"1,062.01","FIXTURE ASSY,3PT BEND,4-26mm SPAN,10-32"
US53,C,336965-0010,1000,,0,10/1/2020,"1,202.72","FIXTURE ASSY,3PT BEND,4-26mm SPAN,BD"
US53,C,336966-0010,1000,,0,,"4,500.49","LASER ASSY,9210,PULSATILE SYSTEM"
US53,C,336967-0010,1000,,0,,"4,951.06","MOTOR ASSY,UPPER,9210-12"
US53,C,336968-0010,1000,,0,,"2,479.62","MANIFOLD ASSY,UPPER,9210-12"
US53,C,336969-0010,1000,,0,,"2,540.46","MANIFOLD ASSY,LOWER,9210-12"
US53,C,336970-0010,1000,,0,,"1,784.06","TABLE ASSY,WITH LOADING CUP FIXTURE,ELF"
US53,C,336971-0010,1000,,0,,"5,421.08","MANIFOLD ASSY,SLIDE,9210-12"
US53,C,336972-0010,1000,,0,,792.41,"CHAMBER ASSY,EXT HEAT/CIRC,MPC,9210"
US53,C,336973-0010,1000,,0,,"8,195.61","FRAME ASSY,9210-12"
US53,C,336974-0010,1000,,0,,"25,008.51","SYSTEM ASSY,9210-12,PULSATILE SYSTEM"
US53,C,336975-0010,1000,,0,,300.36,"CLAMP ASSY,SHAFT,AXIAL,BD"
US53,C,336976-0010,1000,,0,,712.88,"GRIPS ASSY,BD,TECAPRO MT WHITE,SMOOTH"
US53,C,336977-0010,1000,,0,,"4,112.04","TANK ASSY,EXT,PRESSURIZE,5.63IN OD"
US53,C,336978-0010,1000,,0,,3.11,"ENCLSR,LIFT REMOTE,OVERLAY"
US53,C,336979-0010,1000,,0,,313.89,"STAND ASSY,CHAMBER,SINGLE"
US53,C,336980-0010,1000,,0,,"11,936.97","MOTOR ASSY,TORSION,54N-m CONT"
US53,C,336981-0010,1000,,0,,"6,259.03","BATH ASSY,3200,HOLE FOR THRU SHAFT,110V"
US53,C,336982-0010,1000,,0,,"6,991.91","BATH ASSY,RECT,AXIAL,3200"
US53,C,336983-0010,1000,,0,,"4,578.98","MOTOR ASSY,DUAL LOAD PLATE LM2 W/STANDOF"
US53,C,336984-0010,1000,,0,,"12,237.83","MOTOR ASSY,TORSION,49N-m PEAK,3510"
US53,C,336985-0010,1000,,0,,177,"SHAFT ASSY,SENSOR MOUNT"
US53,C,336986-0010,1000,O4,0,8/12/2016,"1,900.00","FIXTURE ASSY,BASE,12-SPECIMENT,3200/3300"
US53,C,336988-0010,1000,,0,,"1,023.80","PUSHBAR ASSY,MULTI-BELLOW,LM1 COMPACT,BD"
US53,C,336989-0010,1000,,0,,455.17,"BELLOWS ASSY,LM1 COMPACT,BD"
US53,C,336990-0010,1000,,0,,26.15,"STAND ASSY,TRANSMITTER"
US53,C,336991-0010,1000,,0,,309,"HOUSING ASSY,FLOW THROUGH,CHEMICAL SENSO"
US53,C,336992-0010,1000,,0,,"3,692.75","FRAME ASSY,AXIAL,LM1,BD"
US53,C,336993-0010,1000,,0,,"4,479.74","SYSTEM ASSY,BASE,3510"
US53,C,336994-0010,1000,,0,,"4,005.99","LIFT ASSY,3510,WITH CABLE"
US53,C,336995-0010,1000,,0,,"24,190.77","CROSSHEAD ASSY,3510"
US53,C,336996-0010,1000,,0,,"34,719.84","LOAD FRAME ASSY,3510,EXTERNAL ELEC."
US53,C,336997-0010,1000,,0,,620,"KIT,LEGS,HORIZ MNT,3200"
US53,C,336998-0010,1000,,0,,"1,106.37","KIT,SENSOR,LVDT,3510"
US53,C,336999-0010,1000,,0,,"15,894.79","MOTOR ASSY,LM3,3510"
US53,C,337000-0010,1000,,0,,"3,132.94","FRAME ASSY,LM1 COMP,BELLOWS ONLY,BD"
US53,C,337001-0010,1000,,0,,"11,486.82","FIXTURE ASSY,12 SPEC,W/BATH,230V,3330"
US53,C,337002-0010,1000,,0,,"5,135.23","FIXTURE ASSY,12 SPECIMEN,3330"
US53,C,337003-0010,1000,,0,,884.9,"COVER ASSY,MOTOR,W/SST SHIELD"
US53,C,337004-0010,1000,,0,,"5,762.82","BATH,MSF-12,HTD PLT,3200,110V,21.5 COL"
US53,C,337005-0010,1000,,0,,"5,592.34","BATH,MSF-12,3330,110V,6.25 DEPTH"
US53,C,337006-0010,1000,,0,,"14,236.90","MOTOR ASSY,TORSION,3510 SYS,70N-m PEAK"
US53,C,337007-0010,1000,,0,,"11,630.65","CHAMBER ASSY,HOT/COLD,3200-AT,120V"
US53,C,337007-0020,1000,,0,,"11,630.65","CHAMBER ASSY,HOT/COLD,3200-AT,230V"
US53,C,337008-0010,1000,,0,,"13,203.38","CHEWING SIMULATOR ASSY,3330-AT"
US53,C,337009-0010,1000,,0,,"6,804.94","BATH ASSY,6.25 H,RECT,120V"
US53,C,337010-0010,1000,,0,,"6,030.64","BATH ASSY,6.25 H,3200,120V"
US53,C,337011-0010,1000,,0,,150.01,"SHAFT ASSY,SENSOR MNT"
US53,C,337012-0010,1000,,0,,"8,273.50","LASER ASSY,MNT,9110-12"
US53,C,337013-0010,1000,,0,,"1,198.65","KIT,RADIUS TUBE FIXTURING,9110-12"
US53,C,337014-0010,1000,,0,,289.05,"MOUNT ASSY,LEADSCREW,TOP"
US53,C,337015-0010,1000,,0,,"4,952.49","CHAMBER ASSY,BD AXIAL,4 SPECIMEN"
US53,C,337017-0010,1000,C3-G,0,8/10/2016,"2,063.00","FIXTURE ASSY,BASE,12-SPECIMEN,3200/3300"
US53,C,337018-0010,1000,,0,,"2,848.31","FIXTURE ASSY,BASE,12-SPEC,15DEG ROT,3200"
US53,C,337019-0010,1000,,0,,"6,121.03","BATH ASSY,MSF-12,3200/3300,120V"
US53,C,337019-0020,1000,,0,,"6,027.87","BATH ASSY,MSF-12,3200/3300,230V"
US53,C,337020-0010,1000,,0,,"8,443.75","GRIP ASSY,THERMOELE GRIP,CHILLER/CIRCUL"
US53,C,337021-0010,1000,,0,,"13,673.57","SYSTEM ASSY,FRAME,CHAMBER,5900"
US53,C,337022-0010,1000,,0,,"12,987.87","FIXTURE ASSY,12 SPEC,27.5 CL,ROT"
US53,C,337023-0010,1000,,0,,"5,474.34","BATH ASSY,MSF-12,6.25 IN,3200/3300,120V"
US53,C,337023-0020,1000,I8-B,0,,"5,381.18","BATH ASSY,MSF-12,6.25 IN,3200/3300,230V"
US53,C,337024-0010,1000,,0,,"3,161.27","FRAME ASSY,TEST,INVERTED BD,NO CHAMBER"
US53,C,337025-0010,1000,,0,,"2,515.01","POWERHEAD ASSY,INVERTED BD"
US53,C,337026-0010,1000,,0,,"12,704.62","CHAMBER ASSY,H/C,-150 TO 350C,3200,230V"
US53,C,337027-0010,1000,,0,,8.31,"ENCLSR,PLASTIC,STRAIN GAGE"
US53,C,337032-0010,1000,A2-D,0,,239,"CABLE ASSY,POWER,9100"
US53,C,337036-0010,1000,,0,,118.42,"SENSOR ASSY,PRESSURE,0-100PSI,9-POS CPC"
US53,C,337037-1020,1000,,0,,0.01,"HARNESS,40-P HDR,27-P D-SUB,RBBN,4 IN"
US53,C,337037-2540,1000,,0,,0.01,"HARNESS,40-P HDR,27-P D-SUB,RBBN,10 IN"
US53,C,337038-0010,1000,A6-F,0,,423.7,"CONDITIONER,LVDT,DUAL 6-WIRE,PCI,MHR500"
US53,C,337039-0300,1000,O2,0,5/2/2016,43.66,"CABLE ASSY,PRESS SENSOR,PCI,3m"
US53,C,337040-0010,1000,E1-B,0,,"1,004.00","CONTROL ASSY, THERMOELECTRIC GRIPS"
US53,C,337041-0300,1000,O2,0,5/11/2016,78.5,"CABLE ASSY,SMARTTEST SP CONTROL,3m"
US53,C,337041-0760,1000,A1-B,0,,78,"CABLE ASSY,SMARTTEST SP CONTROL,7.6m"
US53,C,337043-0300,1000,O5,0,5/11/2016,105.23,"CABLE ASSY,DIGITAL,37-POS I/O,PCI,3m"
US53,C,337044-0010,1000,B6-C,0,,488,"CONDITIONER,LVDT,INLINE 4-WIRE"
US53,C,337045-0300,1000,K24-C1,0,11/20/2017,146,"CABLE ASSY,LOAD CELL,PC06W,3m"
US53,C,337045-0450,1000,O2,0,,172,"CABLE ASSY,LOAD CELL,PC06W,4.5m"
US53,C,337045-0760,1000,K24-B3,2,5/10/2023,187,"CABLE ASSY,LOAD CELL,PC06W,7.6m"
US53,C,337046-0100,1000,A1-F,0,,0.04,"CABLE ASSY,4-WIRE LVDT,9-POS CPC PLUG,1m"
US53,C,337046-0450,1000,O2,0,,68,"CABLE ASSY,4-WIRE LVDT,9POS CPC PLG,4.5m"
US53,C,337047-0010,1000,,0,,213,"SENSOR ASSY,LVDT,3400"
US53,C,337048-0010,1000,A5-E,0,,75,"KIT,IO MOD MOUNT BD,PCI RELAY"
US53,C,337049-0010,1000,,0,,350,"KIT,LVDT COND,PCI RELAY"
US53,C,337050-0010,1000,,0,,700,"CONTROL ASSY,PCI RELAY,24V ONLY,BASE"
US53,C,337051-0010,1000,G5-E,0,3/23/2023,"1,630.00","CONTROL ASSY,PCI RELAY,SMARTTEST SP"
US53,C,337052-0010,1000,E2-D,0,,"1,350.00","AMP ASSY,STROKE EXT,3200"
US53,C,337053-0180,1000,A2-D,0,,31.14,"CABLE ASSY,STROKE EXT,3200,POWER,1.8m"
US53,C,337054-0180,1000,A2-D,0,,37.35,"CABLE ASSY,STROKE EXT,LVDT,3200,1.8m"
US53,C,337055-0010,1000,,0,,350,"CONTROL ASSY,STROKE EXT,3200,INT WIRING"
US53,C,337058-0300,1000,O5,0,5/20/2016,646,"CABLE ASSY,MOTOR POWER,LM2,3m"
US53,C,337060-0300,1000,O5,0,5/11/2016,84,"CABLE ASSY,7-POS M-M CPC,SPLASHPROOF,3m"
US53,C,337061-0300,1000,O2,0,9/13/2016,406,"CABLE ASSY,POWER,TORSION,30A,3m"
US53,C,337062-0300,1000,A2-E,0,,302,"CABLE ASSY,POWER,TORSION,PIGTAIL,3m"
US53,C,337063-0300,1000,A2-E,0,,275.45,"CABLE ASSY,SIGNAL,TORSION,PIGTAIL,3m"
US53,C,337064-0300,1000,A2-E,0,,220,"CABLE ASSY,SIGNAL,TORSION,3m"
US53,C,337065-0010,1000,,0,,175,"HARNESS,LM2,EXTERNAL POWER SUPPLY"
US53,C,337066-0040,1000,SO1-D,2,5/25/2023,375,"SENSOR ASSY,LVDT,LM2,0.4M"
US53,C,337066-0120,1000,A2-F,0,,300,"SENSOR ASSY,LVDT,LM2,1.2M"
US53,C,337068-0300,1000,O2,0,,140,"CABLE ASSY,LOAD CELL,PT06J,3m"
US53,C,337068-0450,1000,,0,,150,"CABLE ASSY,LOAD CELL,PT06J,4.5m"
US53,C,337069-0300,1000,J3-C,9,4/17/2024,378.35,"CABLE ASSY,LOAD CEE,SIX-AXIS,3m"
US53,C,337070-0060,1000,SO1-F,1,4/17/2024,40.8,"CABLE ASSY,SENSOR,PCI,9-POS CPC REC,0.6m"
US53,C,337070-0760,1000,,0,,72.42,"CABLE ASSY,SENSOR,PCI,9-POS CPC REC,7.6m"
US53,C,337072-0010,1000,,0,,634,"SENSOR ASSY,ADT,+/-30 DEG,9-POS CPC"
US53,C,337074-0100,1000,A1-B,0,,20.41,"CABLE ASSY,SENSOR,PCI,9-POS CPC PLG,0.9m"
US53,C,337074-0180,1000,SO1-F,3,10/21/2024,33.19,"CABLE ASSY,SENSOR,PCI,9-POS CPC PLG,1.8m"
US53,C,337076-0300,1000,A2-F,0,,52.17,"CABLE ASSY,LVDT,4-WIRE,CPC,3m"
US53,C,337077-0300,1000,A2-F,0,,122,"CABLE ASSY,SENSOR,RB CONN,PCI,3m"
US53,C,337077-0450,1000,,0,,122,"CABLE ASSY,SENSOR,RB CONN,PCI,4.5m"
US53,C,337077-0760,1000,A1-B,0,,124,"CABLE ASSY,SENSOR,RB CONN,PCI,7.6m"
US53,C,337079-0180,1000,A3-H,0,,87.52,"CABLE ASSY,DIGITAL TRIGGER,OPTO,1.8m"
US53,C,337080-0300,1000,K37-D1,2,4/17/2024,232.27,"CABLE ASSY,COMMAND,DIG TRIGGER,3m"
US53,C,337081-030R,1000,A2-G,0,,0.01,"CABLE ASSY,RESOLVER,EXT,3m,REFURB"
US53,C,337082-030R,1000,A2-G,0,,0.01,"CABLE ASSY,POWER,TORSION,EXT,3m,REFURB"
US53,C,337084-6100,1000,,0,,0.01,"HARNESS,ANALOG OUT,TORSIONAL P.S."
US53,B,337085-0180,1000,A1-C,0,,42.12,"CABLE ASSY,PRESS CATHETER,PCI,1.8m"
US53,C,337086-0010,1000,,0,,0.01,"HARNESS,ANALOG OUTPUT,WATCHDOG,PCI"
US53,C,337087-0300,1000,O5,0,5/2/2016,102.23,"CABLE ASSY,ANALOG,37-POS I/O,PCI,3m"
US53,C,337089-0010,1000,E1-A,0,,0.01,"OBSOLETE-CONTROL ASSY,PCI,37-POS I/O,4X2"
US53,C,337090-0010,1000,E1-A,0,4/22/2016,"3,391.00","OBSOLETE-CONTROL ASSY,PCI,37-POS I/O,8X4"
US53,C,337091-0010,1000,E2-E,0,4/22/2016,"2,739.65","OBSOLETE-CONTROL ASSY,PCI,37-POS I/O,8X0"
US53,C,337092-0010,1000,F2-C,0,,"4,390.00","AMP ASSY,LM2,3000N"
US53,C,337093-0010,1000,O5,0,4/22/2016,"4,643.00","AMP ASSY,LM2,3000N,SECONDARY UNIT"
US53,C,337094-0010,1000,A2-H,0,,84,"HARNESS,MOTOR,ELF 3200"
US53,C,337096-0010,1000,,0,,0.01,"HARNESS,ELF 3420,POWER"
US53,C,337097-0090,1000,A2-I,0,,70,"CABLE ASSY,SENSOR,INDUCTIVE,0.9m"
US53,C,337098-0300,1000,,0,,77,"CABLE ASSY,4-POS M-F CPC,3m"
US53,A,337099-0010,1000,J1-D,0,6/4/2021,"4,278.08","AMP ASSY,LM1,1-AMP"
US53,C,337099-001R,1000,SP1-I,0,,0.01,"AMP ASSY,LM1,1-AMP,REFURB"
US53,C,337099-0020,1000,V2-B,1,,"4,640.14","AMP ASSY,LM1,2-AMP"
US53,A,337100-0250,1000,D3-A,38,11/25/2024,334.31,"CABLE ASSY,LM1 ACTUATOR,2.5m"
